# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   78       2.891284212634e-10       6.389235608058e-14      -1.302448532062e-12       2.827977206896e-16       1.978036471247e-11       2.410718578876e-12      -9.077785885636e-15 
   79       2.928009070116e-10       6.605181137071e-14      -1.377959772043e-12       2.901229571523e-16       1.917526088721e-11       2.348954615148e-12      -8.902642569389e-15 
   80       2.965057259284e-10       6.823308357017e-14      -1.454890310262e-12       2.975433223131e-16       1.859187564181e-11       2.289211410805e-12      -8.759714307653e-15 
   81       3.002436511359e-10       7.043462325894e-14      -1.533197576557e-12       3.050589411523e-16       1.802984368581e-11       2.231454319587e-12      -8.648369771920e-15 
   82       3.040156749954e-10       7.265488244494e-14      -1.612843440086e-12       3.126699283169e-16       1.748922380767e-11       2.175703489212e-12      -8.565187196028e-15 
   83       3.078225395663e-10       7.489225752784e-14      -1.693788547767e-12       3.203764046171e-16       1.696980458011e-11       2.121952759570e-12      -8.506188525043e-15 
   84       3.116647222191e-10       7.714508904377e-14      -1.775992350667e-12       3.281784972295e-16       1.647109248107e-11       2.070168478328e-12      -8.466820092008e-15 
   85       3.155424212480e-10       7.941166141012e-14      -1.859413130411e-12       3.360763399006e-16       1.599230001470e-11       2.020288316531e-12      -8.441933294698e-15 
   86       3.194555414837e-10       8.169020267025e-14      -1.944008025571e-12       3.440700731510e-16       1.553233383233e-11       1.972220084214e-12      -8.425765272371e-15 
   87       3.234036799060e-10       8.397888423824e-14      -2.029733058070e-12       3.521598444786e-16       1.508978285341e-11       1.925840546002e-12      -8.411919582526e-15 
   88       3.273861112567e-10       8.627582064370e-14      -2.116543159575e-12       3.603458085624e-16       1.466290638655e-11       1.880994236717e-12      -8.393346877649e-15 
   89       3.314021046177e-10       8.857909421200e-14      -2.204390560895e-12       3.686281673328e-16       1.425004919035e-11       1.837531979082e-12      -8.363857355635e-15 
   90       3.354519614200e-10       9.088683409859e-14      -2.293219613062e-12       3.770072969422e-16       1.385098716728e-11       1.795435943081e-12      -8.322972132569e-15 
   91       3.395361145142e-10       9.319714924002e-14      -2.382971198699e-12       3.854836411796e-16       1.346577186145e-11       1.754712113471e-12      -8.271800831374e-15 
   92       3.436548024044e-10       9.550810463870e-14      -2.473584298557e-12       3.940576741670e-16       1.309431690425e-11       1.715351752694e-12      -8.211581129187e-15 
   93       3.478080598180e-10       9.781772148130e-14      -2.564995993383e-12       4.027299011604e-16       1.273639253142e-11       1.677330811278e-12      -8.143682382028e-15 
   94       3.519957082776e-10       1.001239772570e-13      -2.657141465799e-12       4.115008593507e-16       1.239162010017e-11       1.640609338222e-12      -8.069609249476e-15 
   95       3.562173466715e-10       1.024248058757e-13      -2.749954002173e-12       4.203711186643e-16       1.205946660623e-11       1.605130891397e-12      -7.991005319344e-15 
   96       3.604723418251e-10       1.047180977867e-13      -2.843364994493e-12       4.293412825645e-16       1.173923920094e-11       1.570821947933e-12      -7.909656732347e-15 
   97       3.647598190717e-10       1.070017000966e-13      -2.937303942240e-12       4.384119888519e-16       1.143007970832e-11       1.537591314616e-12      -7.827495806779e-15 
   98       3.690786528236e-10       1.092734166879e-13      -3.031698454263e-12       4.475839104660e-16       1.113095914215e-11       1.505329538277e-12      -7.746604663184e-15 
   99       3.734277665224e-10       1.115310579302e-13      -3.126475731020e-12       4.568577454401e-16       1.084091379229e-11       1.473934899838e-12      -7.668797707469e-15 
  100       3.778071013476e-10       1.137725975931e-13      -3.221567246803e-12       4.662341834149e-16       1.055980349082e-11       1.443396871990e-12      -7.594293767607e-15 
  101       3.822167678397e-10       1.159960384818e-13      -3.316904737276e-12       4.757139358478e-16       1.028765106180e-11       1.413723442256e-12      -7.522861735120e-15 
  102       3.866567431539e-10       1.181993655374e-13      -3.412418797840e-12       4.852977470962e-16       1.002440781117e-11       1.384915319934e-12      -7.454223465979e-15 
  103       3.911268653823e-10       1.203805465560e-13      -3.508038903450e-12       4.949863950866e-16       9.769950971974e-12       1.356965668722e-12      -7.388052300529e-15 
  104       3.956268278738e-10       1.225375329087e-13      -3.603693428435e-12       5.047806919846e-16       9.524081149545e-12       1.329859839333e-12      -7.323971583424e-15 
  105       4.001561735563e-10       1.246682602606e-13      -3.699309666314e-12       5.146814848637e-16       9.286519766676e-12       1.303575102114e-12      -7.261553183544e-15 
  106       4.047142892570e-10       1.267706492903e-13      -3.794813849612e-12       5.246896563752e-16       9.056906508826e-12       1.278080379668e-12      -7.200316013931e-15 
  107       4.093004000237e-10       1.288426064096e-13      -3.890131169681e-12       5.348061254176e-16       8.834796769307e-12       1.253335979472e-12      -7.139724551707e-15 
