# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   40       1.702474306916e-10       8.120295688052e-15       2.636555788979e-13       0.000000000000e+00       8.569400703778e-11       8.866870070738e-12      -7.851478029601e-15 
   41       1.727596265741e-10       8.821819507291e-15       2.552288255719e-13       0.000000000000e+00       8.143792473764e-11       8.451181980736e-12      -7.250733632452e-15 
   42       1.752849850158e-10       9.561020302019e-15       2.453988408687e-13       0.000000000000e+00       7.746576399742e-11       8.064246257909e-12      -6.906697179434e-15 
   43       1.778129950751e-10       1.033839328603e-14       2.342457012449e-13       0.000000000000e+00       7.373461585942e-11       7.703594338594e-12      -6.933170057724e-15 
   44       1.803486981975e-10       1.115463609597e-14       2.217198987209e-13       0.000000000000e+00       7.023869852689e-11       7.368372589558e-12      -7.279402676555e-15 
   45       1.829002857913e-10       1.201048838024e-14       2.077273982251e-13       0.000000000000e+00       6.697441383506e-11       7.057219995721e-12      -7.830768504485e-15 
   46       1.854742338672e-10       1.290667023630e-14       1.921615939358e-13       0.000000000000e+00       6.392644033884e-11       6.767393940925e-12      -8.446247220051e-15 
   47       1.880750929217e-10       1.384388170141e-14       1.749024679478e-13       0.000000000000e+00       6.106681960503e-11       6.494666869704e-12      -8.956878197161e-15 
   48       1.907054208961e-10       1.482271245816e-14       1.558400356319e-13       0.000000000000e+00       5.836355368639e-11       6.234541602293e-12      -9.211995569914e-15 
   49       1.933660499768e-10       1.584334204130e-14       1.349544599485e-13       0.000000000000e+00       5.581139535352e-11       5.986543507225e-12      -9.236953649391e-15 
   50       1.960555339992e-10       1.690575424787e-14       1.122570748717e-13       0.000000000000e+00       5.340816739969e-11       5.750960692950e-12      -9.117205284844e-15 
   51       1.987698141157e-10       1.800981457924e-14       8.776845841304e-14       0.000000000000e+00       5.114559135084e-11       5.527595818434e-12      -8.955271511861e-15 
   52       2.015020159786e-10       1.915526515092e-14       6.151883040415e-14       0.000000000000e+00       4.900885902209e-11       5.315730033155e-12      -8.871632873445e-15 
   53       2.042451849442e-10       2.034184802676e-14       3.353407955136e-14       0.000000000000e+00       4.698127478705e-11       5.114434474513e-12      -8.973867706398e-15 
   54       2.070017842651e-10       2.156972417153e-14       3.788710699882e-15       0.000000000000e+00       4.506057005370e-11       4.923681803079e-12      -9.252698536530e-15 
   55       2.097762858103e-10       2.283915335764e-14      -2.775850842674e-14       0.000000000000e+00       4.324603722375e-11       4.743457643255e-12      -9.660768201813e-15 
   56       2.125723679946e-10       2.415037545841e-14      -6.115143571751e-14       0.000000000000e+00       4.153361520984e-11       4.573417040603e-12      -1.014162295678e-14 
   57       2.153928361495e-10       2.550361074264e-14      -9.643675943744e-14       0.000000000000e+00       3.991567360062e-11       4.412862974470e-12      -1.062927242947e-14 
   58       2.182395428946e-10       2.689906016910e-14      -1.336642029910e-13       0.000000000000e+00       3.838079682578e-11       4.260724870629e-12      -1.104774957835e-14 
   59       2.211137014059e-10       2.833678299355e-14      -1.728733663649e-13       0.000000000000e+00       3.691692128707e-11       4.115847308728e-12      -1.132924753578e-14 
   60       2.240170910254e-10       2.981629572932e-14      -2.140502169792e-13       0.000000000000e+00       3.552208769995e-11       3.977983240045e-12      -1.147444802408e-14 
   61       2.269509913947e-10       3.133688040844e-14      -2.571608386496e-13       0.000000000000e+00       3.419580874594e-11       3.846993858521e-12      -1.150545017882e-14 
   62       2.299157492193e-10       3.289769529498e-14      -3.021636633397e-13       0.000000000000e+00       3.293583556833e-11       3.722547938045e-12      -1.144861130788e-14 
   63       2.329107119577e-10       3.449777102058e-14      -3.490092229304e-13       0.000000000000e+00       3.173805559715e-11       3.604110860165e-12      -1.133473657339e-14 
   64       2.359341615115e-10       3.613600672016e-14      -3.976399009891e-13       0.000000000000e+00       3.059639037403e-11       3.490933641795e-12      -1.119926867366e-14 
   65       2.389842525469e-10       3.781128923253e-14      -4.480028565253e-13       0.000000000000e+00       2.950446909303e-11       3.382258055795e-12      -1.107447167452e-14 
   66       2.420622073748e-10       3.952288872410e-14      -5.000925340511e-13       0.000000000000e+00       2.846129067244e-11       3.278007129371e-12      -1.096363246888e-14 
   67       2.451696811547e-10       4.127014019109e-14      -5.539167392815e-13       0.000000000000e+00       2.746658170751e-11       3.178221699392e-12      -1.086171856308e-14 
   68       2.483077794719e-10       4.305232737354e-14      -6.094843795272e-13       0.000000000000e+00       2.651907504119e-11       3.082852387583e-12      -1.076286819879e-14 
   69       2.514770201294e-10       4.486868233338e-14      -6.668055839110e-13       0.000000000000e+00       2.561645725948e-11       2.991754672789e-12      -1.066035609494e-14 
   70       2.546772949388e-10       4.671838503236e-14      -7.258918235845e-13       0.000000000000e+00       2.475531618665e-11       2.904683963242e-12      -1.054655918985e-14 
   71       2.579078315118e-10       4.860056291013e-14      -7.867560319451e-13       0.000000000000e+00       2.393108838059e-11       2.821290668828e-12      -1.041292238318e-14 
   72       2.611677942050e-10       5.051425495509e-14      -8.494040299731e-13       0.000000000000e+00       2.313923059526e-11       2.741214370123e-12      -1.025249032482e-14 
   73       2.644583054075e-10       5.245829687086e-14      -9.138066296171e-13       0.000000000000e+00       2.237911117005e-11       2.664398202489e-12      -1.006814152982e-14 
   74       2.677807449967e-10       5.443141300230e-14      -9.799223679739e-13       0.000000000000e+00       2.165077418595e-11       2.590826193766e-12      -9.865880250699e-15 
   75       2.711361223474e-10       5.643224867780e-14      -1.047705650748e-12       0.000000000000e+00       2.095375753907e-11       2.520426894503e-12      -9.652434387104e-15 
   76       2.745250527154e-10       5.845936897666e-14      -1.117106673956e-12       0.000000000000e+00       2.028706838038e-11       2.453070712705e-12      -9.435279813383e-15 
   77       2.779477336217e-10       6.051125749641e-14      -1.188071345628e-12       0.000000000000e+00       1.964915855549e-11       2.388567248579e-12      -9.222664706162e-15 
   78       2.814039212360e-10       6.258631512013e-14      -1.260541207512e-12       0.000000000000e+00       1.903790004440e-11       2.326662629288e-12      -9.023633871927e-15 
   79       2.848929067610e-10       6.468285878378e-14      -1.334453356779e-12       0.000000000000e+00       1.845056040124e-11       2.267036843696e-12      -8.848053074594e-15 
   80       2.884139760376e-10       6.679917514401e-14      -1.409745912213e-12       0.000000000000e+00       1.788447994321e-11       2.209382718135e-12      -8.704287541176e-15 
   81       2.919679322403e-10       6.893369502682e-14      -1.486375678286e-12       0.000000000000e+00       1.733929278769e-11       2.153664502409e-12      -8.591719659234e-15 
