# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.381339705914e-10       4.176087142767e-15       3.515757715118e-13       2.323327046564e-19       8.285719920486e-09       4.560795819225e-10      -1.840600132021e-12 
    3       1.306086528494e-10       5.351275267514e-15       3.951624599953e-13       4.647558291488e-19       5.086961704967e-09       3.225653635936e-10      -1.393870035097e-12 
    4       1.235435062271e-10       4.627240045743e-15       3.695428572475e-13       7.747923661052e-19       3.522980900778e-09       2.438408352383e-10      -9.122243268250e-13 
    5       1.182601292193e-10       3.085974358957e-15       3.147001206816e-13       1.162558420123e-18       2.621514709772e-09       1.923923589534e-10      -5.067133251489e-13 
    6       1.146394590367e-10       1.725603266571e-15       2.534555862070e-13       1.628195381296e-18       2.042589114507e-09       1.563935178405e-10      -2.080081450078e-13 
    7       1.122821174652e-10       9.335019544258e-16       1.990059485454e-13       2.171867579587e-18       1.644357868647e-09       1.299932157304e-10      -1.760722172177e-14 
    8       1.109080480671e-10       6.038237890151e-16       1.571241129066e-13       2.793759612056e-18       1.356592084623e-09       1.099887277505e-10       7.943236240610e-14 
    9       1.102691923458e-10       4.859093748945e-16       1.290898663499e-13       3.494073412756e-18       1.140654682812e-09       9.448217782997e-11       1.064492990921e-13 
   10       1.101352787986e-10       4.150350452195e-16       1.135791922465e-13       4.273025140825e-18       9.737533329371e-10       8.220664091112e-11       8.928869320047e-14 
   11       1.104472402160e-10       3.497985568829e-16       1.079342173655e-13       5.130841965565e-18       8.334433242374e-10       7.302002433416e-11       5.203854132862e-14 
   12       1.110539880430e-10       3.058525704681e-16       1.090981248410e-13       6.067758828205e-18       7.284077193473e-10       6.456656096497e-11       1.227930624988e-14 
   13       1.119049979796e-10       2.941996602420e-16       1.143884641720e-13       7.084015258387e-18       6.421587175184e-10       5.770052109635e-11      -1.799203155965e-14 
   14       1.129525632750e-10       3.068712320739e-16       1.217844865731e-13       8.179852319503e-18       5.703837986455e-10       5.172028222644e-11      -3.451672959874e-14 
   15       1.141838734061e-10       3.321256263109e-16       1.299978727389e-13       9.355509750766e-18       5.099592086057e-10       4.668966931372e-11      -3.750222883128e-14 
   16       1.155241430812e-10       3.674375401609e-16       1.383661055545e-13       1.061122336577e-17       4.585735395571e-10       4.235371867333e-11      -3.091062765540e-14 
