# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  144       5.864121678896e-10       1.663831085919e-13      -6.551550760404e-12       0.000000000000e+00       3.900315394296e-12       6.686519459086e-13      -4.519963743649e-15 
  145       5.912947770234e-10       1.661742614896e-13      -6.582783252729e-12       0.000000000000e+00       3.824086798152e-12       6.589975127727e-13      -4.462780556806e-15 
  146       5.961632396108e-10       1.658947679484e-13      -6.610983618146e-12       0.000000000000e+00       3.749882897831e-12       6.495595741883e-13      -4.406106568541e-15 
  147       6.010161127925e-10       1.655452142956e-13      -6.636094876848e-12       0.000000000000e+00       3.677636300962e-12       6.403240797012e-13      -4.349678294849e-15 
  148       6.058518925056e-10       1.651262862718e-13      -6.658061243217e-12       0.000000000000e+00       3.607269155407e-12       6.312753741855e-13      -4.293214083962e-15 
  149       6.106690122643e-10       1.646387708713e-13      -6.676828164985e-12       0.000000000000e+00       3.538692923002e-12       6.223961643632e-13      -4.236413777488e-15 
  150       6.154658419404e-10       1.640835581827e-13      -6.692342362404e-12       0.000000000000e+00       3.471808153313e-12       6.136674853227e-13      -4.178958371548e-15 
  151       6.202406865434e-10       1.634616432294e-13      -6.704551867411e-12       0.000000000000e+00       3.406504257369e-12       6.050686670386e-13      -4.120509677915e-15 
  152       6.249917850011e-10       1.627741278101e-13      -6.713406062793e-12       0.000000000000e+00       3.342659281419e-12       5.965773008906e-13      -4.060709985146e-15 
  153       6.297174393413e-10       1.620222127082e-13      -6.718856187467e-12       0.000000000000e+00       3.280165136110e-12       5.881744005037e-13      -3.999268915513e-15 
  154       6.344164183128e-10       1.612071696313e-13      -6.720856822716e-12       0.000000000000e+00       3.219006398567e-12       5.798604944267e-13      -3.936233792022e-15 
  155       6.390875891250e-10       1.603303701608e-13      -6.719364619396e-12       0.000000000000e+00       3.159188436666e-12       5.716409721881e-13      -3.871743869414e-15 
  156       6.437297898672e-10       1.593932969255e-13      -6.714337885433e-12       0.000000000000e+00       3.100712516002e-12       5.635210174253e-13      -3.805945501025e-15 
  157       6.483418289527e-10       1.583975453928e-13      -6.705736627365e-12       0.000000000000e+00       3.043575703277e-12       5.555056008586e-13      -3.738992244008e-15 
  158       6.529224845638e-10       1.573448256603e-13      -6.693522591876e-12       0.000000000000e+00       2.987770769689e-12       5.475994732642e-13      -3.671044964545e-15 
  159       6.574705040960e-10       1.562369642474e-13      -6.677659307345e-12       0.000000000000e+00       2.933286094323e-12       5.398071584480e-13      -3.602271943076e-15 
  160       6.619846036028e-10       1.550759058866e-13      -6.658112125379e-12       0.000000000000e+00       2.880105567537e-12       5.321329462197e-13      -3.532848979517e-15 
  161       6.664634672396e-10       1.538637153151e-13      -6.634848262356e-12       0.000000000000e+00       2.828208494352e-12       5.245808853655e-13      -3.462959498478e-15 
  162       6.709057467090e-10       1.526025790662e-13      -6.607836840963e-12       0.000000000000e+00       2.777569497842e-12       5.171547766226e-13      -3.392794654485e-15 
  163       6.753100607048e-10       1.512948072610e-13      -6.577048931740e-12       0.000000000000e+00       2.728158422520e-12       5.098581656520e-13      -3.322553437202e-15 
  164       6.796749943565e-10       1.499428353996e-13      -6.542457594616e-12       0.000000000000e+00       2.679940237729e-12       5.026943360126e-13      -3.252442776648e-15 
  165       6.839990986742e-10       1.485492261526e-13      -6.504037920450e-12       0.000000000000e+00       2.632874941032e-12       4.956663021349e-13      -3.182677648422e-15 
  166       6.882808899927e-10       1.471166711529e-13      -6.461767072574e-12       0.000000000000e+00       2.586917461597e-12       4.887768022941e-13      -3.113481178920e-15 
  167       6.925188494162e-10       1.456479927869e-13      -6.415624328330e-12       0.000000000000e+00       2.542017563591e-12       4.820282915839e-13      -3.045084750554e-15 
  168       6.967114222627e-10       1.441461459859e-13      -6.365591120610e-12       0.000000000000e+00       2.498119749563e-12       4.754229348905e-13      -2.977728106979e-15 
  169       7.008570175087e-10       1.426142200179e-13      -6.311651079398e-12       0.000000000000e+00       2.455163163837e-12       4.689625998654e-13      -2.911659458306e-15 
  170       7.049540072336e-10       1.410554402789e-13      -6.253790073309e-12       0.000000000000e+00       2.413081495902e-12       4.626488498999e-13      -2.847135586327e-15 
