# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  121       4.556768690043e-10       1.388156564883e-13      -4.899436524528e-12       0.000000000000e+00       6.103250135074e-12       9.405528737526e-13      -5.909939934666e-15 
  122       4.602948160275e-10       1.399791829285e-13      -4.974315941136e-12       0.000000000000e+00       5.966826344318e-12       9.245276140024e-13      -5.842364251587e-15 
  123       4.649231525902e-10       1.410866359205e-13      -5.047704550833e-12       0.000000000000e+00       5.834501667498e-12       9.089074237704e-13      -5.773195550328e-15 
  124       4.695607815892e-10       1.421368114726e-13      -5.119529557239e-12       0.000000000000e+00       5.706127891870e-12       8.936744493783e-13      -5.702682661096e-15 
  125       4.742065060023e-10       1.431285463124e-13      -5.189718238163e-12       0.000000000000e+00       5.581527275936e-12       8.788074011198e-13      -5.631087591485e-15 
  126       4.788590261944e-10       1.440607192955e-13      -5.258197977840e-12       0.000000000000e+00       5.460491784953e-12       8.642814638828e-13      -5.558685742424e-15 
  127       4.835169372237e-10       1.449322528153e-13      -5.324896299170e-12       0.000000000000e+00       5.342782326433e-12       8.500682077713e-13      -5.485766124137e-15 
  128       4.881787261482e-10       1.457421142118e-13      -5.389740895957e-12       0.000000000000e+00       5.228127985651e-12       8.361354987278e-13      -5.412631572089e-15 
  129       4.928429243899e-10       1.464893575732e-13      -5.452660372977e-12       0.000000000000e+00       5.116284256649e-12       8.224550357081e-13      -5.339555425342e-15 
  130       4.975085894487e-10       1.471732513318e-13      -5.513586489490e-12       0.000000000000e+00       5.007216581524e-12       8.090260868908e-13      -5.266645729687e-15 
  131       5.021748711888e-10       1.477931673933e-13      -5.572452223919e-12       0.000000000000e+00       4.900935594617e-12       7.958542005742e-13      -5.193966476187e-15 
  132       5.068408599484e-10       1.483485436818e-13      -5.629191125012e-12       0.000000000000e+00       4.797439592871e-12       7.829437775730e-13      -5.121579708768e-15 
  133       5.115055849557e-10       1.488388858369e-13      -5.683737349153e-12       0.000000000000e+00       4.696714193482e-12       7.702980364120e-13      -5.049545428631e-15 
  134       5.161680127443e-10       1.492637689128e-13      -5.736025697661e-12       0.000000000000e+00       4.598731991560e-12       7.579189785219e-13      -4.977921498664e-15 
  135       5.208270455697e-10       1.496228390762e-13      -5.785991654096e-12       0.000000000000e+00       4.503452217778e-12       7.458073534339e-13      -4.906763547860e-15 
  136       5.254815198244e-10       1.499158153045e-13      -5.833571421566e-12       0.000000000000e+00       4.410820396029e-12       7.339626239745e-13      -4.836124875724e-15 
  137       5.301302044538e-10       1.501424910840e-13      -5.878701960023e-12       0.000000000000e+00       4.320768001079e-12       7.223829314607e-13      -4.766056356693e-15 
  138       5.347717993724e-10       1.503027361083e-13      -5.921321023577e-12       0.000000000000e+00       4.233212116220e-12       7.110650608948e-13      -4.696606344542e-15 
  139       5.394049338792e-10       1.503964979763e-13      -5.961367197792e-12       0.000000000000e+00       4.148055090928e-12       7.000044061591e-13      -4.627820576807e-15 
  140       5.440281650737e-10       1.504238038908e-13      -5.998779936994e-12       0.000000000000e+00       4.065184198512e-12       6.891949352113e-13      -4.559742079189e-15 
  141       5.486399762714e-10       1.503847623561e-13      -6.033499601573e-12       0.000000000000e+00       3.984471293772e-12       6.786291552788e-13      -4.492411069975e-15 
  142       5.532387754200e-10       1.502795648771e-13      -6.065467495289e-12       0.000000000000e+00       3.905772470653e-12       6.682980780544e-13      -4.425864864445e-15 
  143       5.578228935148e-10       1.501084876565e-13      -6.094625902575e-12       0.000000000000e+00       3.828927719897e-12       6.581911848903e-13      -4.360137779291e-15 
  144       5.623907197787e-10       1.498719059475e-13      -6.120918683157e-12       0.000000000000e+00       3.753794477757e-12       6.482986730623e-13      -4.295251931743e-15 
  145       5.669411255663e-10       1.495703351173e-13      -6.144293043230e-12       0.000000000000e+00       3.680352722499e-12       6.386185176218e-13      -4.231188816435e-15 
  146       5.714730794336e-10       1.492043968787e-13      -6.164698010626e-12       0.000000000000e+00       3.608609636456e-12       6.291500428258e-13      -4.167914731651e-15 
  147       5.759855133364e-10       1.487748087555e-13      -6.182083933320e-12       0.000000000000e+00       3.538566499084e-12       6.198916820803e-13      -4.105389486380e-15 
  148       5.804773218314e-10       1.482823858531e-13      -6.196402519938e-12       0.000000000000e+00       3.470218539390e-12       6.108409562451e-13      -4.043566252406e-15 
  149       5.849473612781e-10       1.477280426299e-13      -6.207606880268e-12       0.000000000000e+00       3.403554788363e-12       6.019944519381e-13      -3.982391416387e-15 
  150       5.893944490409e-10       1.471127946677e-13      -6.215651565761e-12       0.000000000000e+00       3.338557931403e-12       5.933477998400e-13      -3.921804431944e-15 
  151       5.938173626906e-10       1.464377604433e-13      -6.220492610045e-12       0.000000000000e+00       3.275204160755e-12       5.848956529984e-13      -3.861737671741e-15 
  152       5.982148392062e-10       1.457041630989e-13      -6.222087569423e-12       0.000000000000e+00       3.213463027934e-12       5.766316651328e-13      -3.802116279572e-15 
  153       6.025855741769e-10       1.449133322133e-13      -6.220395563389e-12       0.000000000000e+00       3.153297296161e-12       5.685484689389e-13      -3.742858022444e-15 
  154       6.069282210036e-10       1.440667055727e-13      -6.215377315129e-12       0.000000000000e+00       3.094662792790e-12       5.606376543928e-13      -3.683873142662e-15 
  155       6.112413901008e-10       1.431658309421e-13      -6.206995192030e-12       0.000000000000e+00       3.037508261738e-12       5.528897470563e-13      -3.625064209913e-15 
  156       6.155236480986e-10       1.422123678355e-13      -6.195213246188e-12       0.000000000000e+00       2.981775215919e-12       5.452941863805e-13      -3.566325973349e-15 
  157       6.197735170442e-10       1.412080892875e-13      -6.179997254912e-12       0.000000000000e+00       2.927397789670e-12       5.378393040108e-13      -3.507545213673e-15 
  158       6.239894736037e-10       1.401548836238e-13      -6.161314761233e-12       0.000000000000e+00       2.874302591184e-12       5.305123020916e-13      -3.448600595222e-15 
